subject,activity,tbodyaccmeanx,tbodyaccmeany,tbodyaccmeanz,tgravityaccmeanx,tgravityaccmeany,tgravityaccmeanz,tbodyaccjerkmeanx,tbodyaccjerkmeany,tbodyaccjerkmeanz,tbodygyromeanx,tbodygyromeany,tbodygyromeanz,tbodygyrojerkmeanx,tbodygyrojerkmeany,tbodygyrojerkmeanz,tbodyaccmagmean,tgravityaccmagmean,tbodyaccjerkmagmean,tbodygyromagmean,tbodygyrojerkmagmean,fbodyaccmeanx,fbodyaccmeany,fbodyaccmeanz,fbodyaccjerkmeanx,fbodyaccjerkmeany,fbodyaccjerkmeanz,fbodygyromeanx,fbodygyromeany,fbodygyromeanz,fbodyaccmagmean,fbodybodyaccjerkmagmean,fbodybodygyromagmean,fbodybodygyrojerkmagmean,tbodyaccstdx,tbodyaccstdy,tbodyaccstdz,tgravityaccstdx,tgravityaccstdy,tgravityaccstdz,tbodyaccjerkstdx,tbodyaccjerkstdy,tbodyaccjerkstdz,tbodygyrostdx,tbodygyrostdy,tbodygyrostdz,tbodygyrojerkstdx,tbodygyrojerkstdy,tbodygyrojerkstdz,tbodyaccmagstd,tgravityaccmagstd,tbodyaccjerkmagstd,tbodygyromagstd,tbodygyrojerkmagstd,fbodyaccstdx,fbodyaccstdy,fbodyaccstdz,fbodyaccjerkstdx,fbodyaccjerkstdy,fbodyaccjerkstdz,fbodygyrostdx,fbodygyrostdy,fbodygyrostdz,fbodyaccmagstd,fbodybodyaccjerkmagstd,fbodybodygyromagstd,fbodybodygyrojerkmagstd
7,STANDING,0.2790538615873016,-0.01585632074968254,-0.10496742382063493,0.9540642976190477,-0.22641877365079366,0.03238249777142857,0.07523228917460317,0.010728696417301587,-0.006262916538571428,-0.02752017621269841,-0.06900676882698413,0.07334665631746032,-0.09750134723809524,-0.04209987334444445,-0.051317924555555554,-0.9548076612698413,-0.9548076612698413,-0.9758760065079365,-0.9316243039682539,-0.9786035292063492,-0.9803739092063493,-0.9291613876190477,-0.9571017941269842,-0.9749692147619048,-0.9521414541269841,-0.977567430952381,-0.9170180985714286,-0.9706824403174603,-0.9623277652380953,-0.949044483015873,-0.959743877936508,-0.9320652707936508,-0.9683777982539683,-0.9850005271428571,-0.9226932884126984,-0.9422016552380953,-0.9928272982539682,-0.9710807428571429,-0.9588902015873015,-0.9756390806349207,-0.952303493968254,-0.9814780649206349,-0.9178370433333334,-0.9647146728571429,-0.9605825103174603,-0.9497160287301587,-0.9849001342857143,-0.9797535723809524,-0.9398663150793651,-0.9398663150793651,-0.9588250953968254,-0.9007765555555556,-0.9660861484126985,-0.987400306031746,-0.9236575584126984,-0.9384098849206349,-0.978773000952381,-0.9561699642857143,-0.9843052382539682,-0.9198517823809523,-0.9621727366666667,-0.9636527788888889,-0.9437391352380953,-0.9566539596825396,-0.9002224112698413,-0.9653447266666667
7,WALKING,0.27833249833333334,-0.016239451376729167,-0.10636621541666667,0.9031380095833333,-0.30429951625,-0.055943478750000004,0.07630450769375,0.009322762916666666,0.007333471212499999,-0.0243373292375,-0.07680621647916666,0.09131993033958333,-0.11168435428333333,-0.045115092625,-0.05839919220625,-0.007737909423333334,-0.007737909423333334,-0.044377480133333334,-0.24566018354166666,-0.442626729375,-0.16515886118333334,0.08219496093541667,-0.280728478375,-0.07890212170416666,0.009608470187499997,-0.3400973022916667,-0.18451503460416666,-0.42906872520833333,-0.168638976375,-0.1032107120625,-0.018728563616666666,-0.425630856875,-0.5178064572916666,-0.12495833579583333,0.07316229911041666,-0.17287198508333335,-0.968829645,-0.9648005591666666,-0.9631397872916667,0.010194042665416668,0.06312115108347917,-0.35625403958333335,-0.3809927189583333,-0.43807637958333334,-0.22765652058333333,-0.22977792875,-0.5713589745833333,-0.35277955041666664,-0.20626465658333334,-0.20626465658333334,0.0372954313125,-0.4021297583333333,-0.46859820520833334,-0.1108492516875,-0.0016067413854166663,-0.18134957004375,0.009553518658333334,0.049203868185416666,-0.37202749520833334,-0.4439296291666667,-0.4491381677083333,-0.3190372229166667,-0.39594201041666666,0.09724901211875,-0.49058007375,-0.44591477687500003
7,WALKING_DOWNSTAIRS,0.29645135005,-0.02187637469275,-0.10244398847,0.89822299025,-0.27977518975,-0.040321914,0.128520313175,0.017026502149999994,0.008510119652499998,-0.11394214967750001,-0.031121358595000002,0.085204903725,-0.0694210755325,-0.0535609521425,-0.0619783842075,0.32064106625,0.32064106625,-0.0250030541,-0.179241135525,-0.448215038,0.178754566635,0.1814367969,-0.17328571416,0.027954535702499998,-0.0569588081475,-0.278681189815,-0.258585589675,-0.404452212075,-0.201956665925,0.2102025849,0.0990748184,-0.38099243075,-0.532023966,0.326000979,0.256982310675,-0.16523045819999999,-0.93727910875,-0.939896168,-0.91007164975,0.077669371025,-0.030457178815,-0.3331708542265,-0.366316969125,-0.439617984,-0.29975773275,-0.4408515635,-0.52006101625,-0.393151832,0.220589401375,0.220589401375,0.057948462451,-0.3388627197325,-0.56511074425,0.3778070285,0.21401667025,-0.2291259922275,0.032941924665,-0.0696024444575,-0.38644043370000003,-0.403142395675,-0.46705038875,-0.3998558045,0.03412823825,-0.0065804856899999995,-0.427612179375,-0.64688871675
7,WALKING_UPSTAIRS,0.26043799436744186,-0.024238388378139537,-0.12414486860465117,0.8443866818604652,-0.37566320279069765,-0.16284042882162791,0.08248915223255814,0.02329853518604651,-0.033526368325581396,0.15109902811302325,-0.20997237011627906,-0.014947977134883722,-0.1730858904255814,-0.006151274565116279,-0.04387259814883721,0.09493401346046512,0.09493401346046512,-0.21250377413488372,-0.1137526343,-0.5624615,-0.1692370916511628,0.12550281873255814,-0.2574453230232558,-0.24905666569534884,-0.10964308596976745,-0.45459166255813954,-0.27889662130232556,-0.48124468465116277,-0.15112840711627906,-0.17136550973023257,-0.2029038291395349,-0.41363397558139536,-0.6464308788372093,-0.05277352190697675,0.21617923776511627,-0.15916207644418603,-0.9374367467441861,-0.9397227574418605,-0.9104626872093023,-0.2219286448511628,-0.1057234989627907,-0.5063052962790697,-0.37064092405581395,-0.4695451095348837,-0.05089573418186047,-0.4599579976744186,-0.6551732237209302,-0.5397736686046511,-0.21014813455813952,-0.21014813455813952,-0.25227968489534885,-0.2840522885395349,-0.6634748379069767,-0.012493974372093024,0.18362886946744186,-0.17292984252325583,-0.26397792677209303,-0.16865887408418603,-0.5572176895348837,-0.40312947955813955,-0.46768719255813956,-0.1081725951488372,-0.35639570697674416,-0.3271201175581395,-0.32529932137209305,-0.7132214072093023
8,LAYING,0.27361259464705884,-0.016817081656176472,-0.10776819836764706,-0.43733339250000003,0.509343568382353,0.8614694286764706,0.0802879303382353,0.004812142409411765,-0.004564538692941177,-0.017246199211470588,-0.10892034272058823,0.13282493929411765,-0.10167564710294118,-0.036077131990882354,-0.06801890963235294,-0.9286580835294118,-0.9286580835294118,-0.9695917164705883,-0.9222308026470588,-0.9756446397058823,-0.9487544401470588,-0.9278745545588235,-0.9547889869117647,-0.9676157369117647,-0.9575984011764705,-0.9670812886764706,-0.9504568605882353,-0.9539382442647059,-0.9463151536764706,-0.928569945882353,-0.9607307927941177,-0.9400336863235295,-0.9691767030882353,-0.9386557751470588,-0.9120052627941176,-0.9443073251470588,-0.9219034088235294,-0.9541794150897058,-0.9576797495588235,-0.9682665586764706,-0.958251081617647,-0.9710539469117647,-0.9542632935294117,-0.9499198386764706,-0.937204285,-0.9689093257352941,-0.9710120807352941,-0.9790041095588236,-0.9073143884264706,-0.9073143884264706,-0.9582306139705883,-0.9189881719117647,-0.9669402577941176,-0.93518901,-0.9096957841176471,-0.9428517944117647,-0.9720638042647058,-0.9622843864705882,-0.9737033026470588,-0.9558431288235294,-0.9483166277941176,-0.9406202898529412,-0.9108788945735294,-0.9545023845588235,-0.9201635542647059,-0.9663243330882353
8,SITTING,0.2747990202769231,-0.014711240824615385,-0.108345106,0.9218603247692307,0.12844134416923078,0.1293382649846154,0.07844715049230769,0.007414336140076923,-0.006880453099692307,-0.04289644870769231,-0.06384358578461538,0.06141043423846154,-0.09786225895384615,-0.04258262206769231,-0.05294451599076923,-0.9535649233846154,-0.9535649233846154,-0.9790593400000001,-0.9457016475384615,-0.9846149575384615,-0.9819636693846154,-0.9555011401538461,-0.9493374236923077,-0.9803609153846153,-0.9681982224615384,-0.9707578441538461,-0.9761713983076923,-0.9549171981538461,-0.9593708712307693,-0.9507144704615385,-0.9663297627692308,-0.9498126244615385,-0.9754737004615385,-0.9835979686153846,-0.9519060769230769,-0.9248502236923077,-0.9810980549230769,-0.974099979076923,-0.9359058641538461,-0.9807080341538461,-0.9691641127692308,-0.9744373493846153,-0.9801871732307692,-0.9475735072307693,-0.9583415569230769,-0.9851398881538461,-0.9771261827692308,-0.9833636895384615,-0.938792704,-0.938792704,-0.9655842589230769,-0.9340970133846154,-0.9739430498461539,-0.9845259449230769,-0.9528165672307692,-0.9184661572307692,-0.9829517892307692,-0.9728571101538461,-0.9767934232307692,-0.98155971,-0.9445002464615385,-0.962069277076923,-0.942359148,-0.9635824272307693,-0.9361799190769231,-0.973572839076923
8,STANDING,0.28153548272727275,-0.016715736833333335,-0.10272723528818183,0.9467022263636363,-0.08878357952727273,-0.13038956823212122,0.07522418878787879,0.01200210612030303,-0.0059816914555151516,-0.03497009159121212,-0.06644866455757575,0.07966882978787879,-0.10070369596969697,-0.04424298115151515,-0.05342203953030303,-0.9622259663636363,-0.9622259663636363,-0.9797297936363636,-0.9467247921212121,-0.9790820721212121,-0.9853052509090909,-0.9659289678787879,-0.9481616842424242,-0.9836407363636364,-0.9765133203030303,-0.9703635018181819,-0.9490153639393939,-0.9553559054545454,-0.9722501906060607,-0.9611044260606061,-0.9746542866666666,-0.9496113148484848,-0.9763652927272727,-0.9876447536363636,-0.962581693939394,-0.9332145181818182,-0.9906797118181818,-0.9863118021212122,-0.9566471893939394,-0.9835461830303031,-0.976597136969697,-0.9743934624242424,-0.9488866606060606,-0.9499278909090909,-0.9713654633333333,-0.9739533130303031,-0.9759789687878788,-0.9865119890909091,-0.9551678393939393,-0.9551678393939393,-0.9754847672727273,-0.9311749948484849,-0.9760047,-0.9887560690909091,-0.9624044536363636,-0.9301064375757576,-0.9849239775757576,-0.9784886557575757,-0.9771045284848485,-0.9495482106060606,-0.9473019078787879,-0.9736599242424242,-0.9586233842424242,-0.9753730163636364,-0.9321306787878788,-0.977038603030303
8,WALKING,0.27517135660377356,-0.017102067284924527,-0.11232560969811321,0.9348786103773585,-0.21858616283018867,-0.10903463626415094,0.07213626608132075,0.023866816988679245,0.011443090158490566,-0.02956891423962264,-0.07539195366037736,0.0899594124,-0.08071672446603774,-0.040389104064150944,-0.06842591229396226,-0.016081448375471697,-0.016081448375471697,-0.032056195528301884,-0.07621019424528301,-0.16768680963962265,-0.20268983066226415,0.032710140566037736,-0.03587203129433962,-0.20347018653207546,-0.026728880490566036,-0.13161926128679244,-0.24610943241509434,-0.045230018150943394,-0.15071300253584904,-0.060085716667924526,0.014850273901886793,-0.0245030338509434,-0.1281201346792453,-0.1805128750716981,-0.007002883337735849,0.01257697541509434,-0.9748823635849057,-0.9665486790566038,-0.9466620228301886,-0.14324302081698112,0.05459892425471698,-0.12969819218113207,-0.4034729750943396,-0.011962663433962264,-0.2075979874716981,-0.31537235339622643,-0.06969853181132075,-0.3109641064339623,-0.1832799953018868,-0.1832799953018868,0.029244742856603775,-0.02642429796037736,-0.0585803530245283,-0.1736844891264151,-0.0937627005226415,-0.042531132641509435,-0.15714133338867925,0.07227142207977359,-0.12993917028490568,-0.45455466264150945,-2.9588062264150784e-4,-0.30061853641509434,-0.38987308320754716,0.038770956988679245,-0.20300212797735848,-0.038638308294339625
8,WALKING_DOWNSTAIRS,0.27808597840625,-0.01320247411221875,-0.104744810021875,0.9262553465625,-0.19195225125,-0.0748823134375,0.03835962853125,0.03548360990625,-0.018130618437499996,-0.0531795933125,-0.08187571067499999,0.07561649065,-0.12724192644062499,-0.030144798209375,-0.044726492995625,0.18748223236875,0.18748223236875,-9.043300468749995e-4,-0.10146818100625,-0.293364112125,0.14867015958125,0.160079202840625,-0.1047991219375,0.067773015090625,-0.0460655581125,-0.20510991111250002,-0.1677752514375,-0.1623427144375,-0.24397617340625,0.22609683855625,0.135289351384375,-0.109648140509375,-0.29063979173125,0.1663027898625,0.166910674515625,-0.13356047162499998,-0.9485288428125,-0.9407242421875,-0.898512828125,0.1028227757375,-0.034525814259375,-0.288606957028125,-0.327204525965625,-0.211765874625,-0.3342072575,-0.2862089154375,-0.29597932525625,-0.396018286875,0.157179614718125,0.157179614718125,0.1029411154390625,-0.10436704525,-0.29647389825,0.16672348153125,0.09491634873437499,-0.22377016010625,0.03921676295,-0.0918754955,-0.37289271284375,-0.38027167084375,-0.25111776698125,-0.4285113175,-0.066270381940625,0.050487494187499996,-0.262987161809375,-0.3590291840625
8,WALKING_UPSTAIRS,0.2428419698,-0.02911341287,-0.12499842193333334,0.866614951,-0.3129915133333333,-0.22434027833333334,0.09489844253333334,-0.005422576493333333,-0.032768089370333334,0.10876397216666667,-0.15190958029333332,-0.0038174316599999996,-0.12090093983033333,-0.04541416124,-0.06987579545333333,0.11148192606666667,0.11148192606666667,-0.14009675461666665,-0.15202396970666668,-0.5346136586666667,-0.12317646894,0.05568719338666667,-0.15616807326666668,-0.09358757315999999,-0.1281229474,-0.37017372,-0.29858884533333335,-0.43475888166666665,-0.16709032853333333,-0.10642429839666667,-0.06806929313,-0.3669206443333333,-0.6047780183333333,-0.05602071943766667,0.168355116301,-0.036233886746666666,-0.9409148006666667,-0.9312838893333334,-0.9103030926666666,-0.08374023094666666,-0.12019950273333334,-0.42779384,-0.427941168,-0.4098976716666667,-0.0989299002,-0.44038389533333333,-0.6121787903333333,-0.5066217176666666,-0.20027116523333333,-0.20027116523333333,-0.11852590933333333,-0.2613700671133333,-0.61253029,-0.03309897375,0.15003415703666667,-0.048110758313333335,-0.158646677785,-0.17636287492,-0.484828048,-0.47030559066666666,-0.400502036,-0.16172204726333334,-0.38387621666666666,-0.1959939047,-0.3201419793,-0.6514528103333334
9,LAYING,0.27785031717948716,-0.018202113538461538,-0.10709180105128205,-0.4888522741025641,0.9562890215384615,0.25656612205128204,0.08676072474358974,0.006516665979487179,-0.0036616224725641027,-0.02207171250769231,-0.07800608728205129,0.16366092976923077,-0.10245304356410256,-0.04061152293589743,-0.07109951694871795,-0.963427107948718,-0.963427107948718,-0.9788417097435897,-0.9457332987179488,-0.9859491702564103,-0.9644941517948717,-0.9632863966666667,-0.9757579517948718,-0.9816855141025641,-0.9634382948717949,-0.9819426530769231,-0.97547483,-0.9776909125641026,-0.961708468974359,-0.9572008146153846,-0.9755959561538462,-0.9672284641025641,-0.983721583076923,-0.9607010930769231,-0.9677375212820513,-0.9679698243589744,-0.9363371323076923,-0.9853685048717948,-0.9753852235897436,-0.9822692825641026,-0.9626645502564103,-0.984322631025641,-0.9798531112820513,-0.977421428974359,-0.9589230043589744,-0.9830247733333334,-0.9831163487179487,-0.9890167948717948,-0.9530967782051282,-0.9530967782051282,-0.9757521182051282,-0.9571288907692308,-0.9830234423076923,-0.9593402097435897,-0.9717396246153847,-0.9657847871794871,-0.9846345253846154,-0.9644911751282051,-0.9852602143589744,-0.9812555674358975,-0.9776371269230769,-0.9617709687179488,-0.9577393105128205,-0.9747478482051282,-0.9581881858974359,-0.9829434053846154
9,SITTING,0.2736941395454545,-0.009900835270454546,-0.10854030026590909,0.8807314438636363,0.168445524,0.14300685761136364,0.0749577410909091,-0.002787733461363635,0.0033860959482727277,-0.04223552097954546,-0.08354840795454546,0.08239344515909092,-0.08897476656818182,-0.04547029823863636,-0.04877147335681818,-0.9379783225,-0.9379783225,-0.9693201556818182,-0.9343016465909091,-0.9738482870454546,-0.9774508120454546,-0.9214347356818182,-0.9460642168181819,-0.9760249511363637,-0.9542374897727273,-0.9695013306818182,-0.9571172518181819,-0.9554603593181819,-0.9380034259090909,-0.9362906045454545,-0.9644403022727273,-0.9447603220454546,-0.9715983702272727,-0.9809450220454545,-0.9043351210227273,-0.9260947402272728,-0.983137541590909,-0.9399429797954545,-0.9450089995454546,-0.9752048502272728,-0.9527862611363637,-0.9734365295454546,-0.966225485,-0.9500640681818182,-0.9406379370454545,-0.9660370120454546,-0.9754339113636363,-0.9648785127272728,-0.9209390277272728,-0.9209390277272728,-0.965757731590909,-0.9314148104545454,-0.9703926104545455,-0.9825908425,-0.9022915301,-0.92184351,-0.9765305472727273,-0.9544644420454546,-0.97602233,-0.9693903693181818,-0.947571471590909,-0.9473464765909091,-0.9256692911363636,-0.9665453234090909,-0.9347468654545454,-0.9706754034090909
9,STANDING,0.28254439089285716,-0.007004185545178571,-0.10217109569642857,0.9601886991071429,-0.03871012665,0.13863843660714287,0.07251898591071429,-0.0022199021446428573,-0.012281222056964285,-0.03227119026732143,-0.050987505,0.06909457639464285,-0.09222498630357143,-0.03991081888214286,-0.0422221341625,-0.9061047010714286,-0.9061047010714286,-0.9568635660714285,-0.9006716307142857,-0.9584059008928572,-0.9645009173214286,-0.8907963605357143,-0.9150837991071429,-0.9630592351785714,-0.93137020875,-0.9584387266071429,-0.9096618023214286,-0.9393735244642857,-0.9071908366071428,-0.9046413925,-0.9418259030357142,-0.9045439216071428,-0.9522864380357143,-0.9685918157142857,-0.8694399133928572,-0.8693273217857143,-0.9740882060714285,-0.9319739433928571,-0.9146084957142857,-0.9626470801785714,-0.9312171407142857,-0.9638321189285715,-0.9103952223214286,-0.9337381041071429,-0.9074715557142857,-0.9419300441071429,-0.9611777416071429,-0.9447553430357143,-0.87977380125,-0.87977380125,-0.9429620476785714,-0.8670417117857143,-0.9479707235714285,-0.97066840875,-0.8679331780178572,-0.8582313878571428,-0.9657789207142857,-0.9362026007142857,-0.96807230125,-0.9127809157142858,-0.9318578114285714,-0.91678935625,-0.8867451707142857,-0.9436019601785715,-0.8689139939285714,-0.9461964628571429
9,WALKING,0.2775755120833333,-0.016212710556875,-0.10715329329166666,0.9580689833333333,-0.13921861577083333,-0.07411902200208334,0.07246981606729166,-0.015340389306249999,-0.006369132554791667,-0.041018657151041665,-0.07574463508541666,0.0826251298125,-0.08112728490625,-0.044715659977083336,-0.042922389425,-0.24417895083333332,-0.24417895083333332,-0.32392599895833335,-0.40974366979166665,-0.5030622891666666,-0.354085345,-0.0226997117625,-0.5003077335416667,-0.3822125222916667,-0.15796084669875,-0.6035500739583334,-0.43893515125,-0.5284903133333333,-0.2894978776666667,-0.34558857520833336,-0.25940964239583336,-0.5259912552083333,-0.5779817816666667,-0.38550389416666664,0.015115761258333332,-0.451703151875,-0.9807517325,-0.968431116875,-0.959969496875,-0.34466488562500003,-0.0557340636125,-0.6233367389583333,-0.54255573125,-0.5276395625,-0.36862318041666664,-0.40181664208333334,-0.5955168735416666,-0.32288853729166667,-0.3880879589583333,-0.3880879589583333,-0.2400452566875,-0.5125504197916667,-0.5272879591666667,-0.39891903395833334,-0.030327714666666665,-0.46926431270833335,-0.3640603754166667,-0.008846266598125001,-0.6412626427083333,-0.5763688849999999,-0.5307944122916667,-0.455144866875,-0.5087825172916667,-0.22211697609916667,-0.58852015,-0.5003634960416666
9,WALKING_DOWNSTAIRS,0.29190909743137256,-0.014147078878431373,-0.107793008,0.9513674535294118,-0.1162532931,-0.051083321367507845,0.10833273034509804,0.0018906592470588235,0.014992348911764706,-0.08629866270588235,-0.04795945861960784,0.10229030235882353,-0.08670558634117646,-0.05865668492941176,-0.0364784072,0.0019787941060784315,0.0019787941060784315,-0.2060502785490196,-0.24420704956862746,-0.4655298703921569,-0.023305100037254903,-0.0503748081745098,-0.39819156274509804,-0.12833676531960783,-0.1689454308627451,-0.5117177294117647,-0.2666238222254902,-0.45429426647058824,-0.18444148162882354,0.04370672469607843,-0.08217727203921568,-0.36620800576862744,-0.5220723462745098,0.039954262313725494,-0.060725795554901964,-0.3400672331372549,-0.9524547970588235,-0.9368498760784314,-0.9214426764705882,-0.10910303072941176,-0.11153217959019608,-0.544940393137255,-0.40519476984313724,-0.4674148098039216,-0.3388579686666667,-0.39396009098039214,-0.5906893890196079,-0.20712244201764707,0.03783581359803922,0.03783581359803922,-0.11247104576666667,-0.3378279980588235,-0.5148131929411764,0.060401821221568626,-0.12732689572352943,-0.3609520168627451,-0.1707928866,-0.11067915672190196,-0.5765482719607843,-0.45259527589215687,-0.48028572392156865,-0.4591872129411765,-0.1294221413882353,-0.1617187849117647,-0.43903187125490195,-0.541114892745098
9,WALKING_UPSTAIRS,0.27209809,-0.0335013868366,-0.11265289586,0.9138824812,-0.3000052066,-0.1041869416194,0.056533796590000004,0.019893227463200002,8.42205934200001e-4,0.10072365452,-0.137984410122,0.030534075314000004,-0.14315551606,-0.046293704052,-0.036314701264,-0.104922359921,-0.104922359921,-0.3736729526,-0.280095200288,-0.5628839798,-0.33131497112,-0.069585745158,-0.5052341584,-0.4033068308,-0.286180799,-0.6685583616,-0.356663430936,-0.5758491416,-0.27161466481,-0.26888847596,-0.3625682858,-0.4608273268,-0.6478561982,-0.21867161167,0.061053578148,-0.32954156626,-0.9507840878,-0.9062926264,-0.904245852,-0.3526034534,-0.23335115928,-0.6942444274,-0.4698005224,-0.4965985144,-0.35513604674,-0.41572743434,-0.6984727926,-0.40437746498,-0.26164539256,-0.26164539256,-0.3785244064,-0.38538757698,-0.632407903,-0.179453864784,0.057475358236,-0.29566164152,-0.3582381798,-0.2274840345,-0.7185913194,-0.5088015024,-0.45776832,-0.4450942296,-0.3732844244,-0.4046770318,-0.442784802888,-0.6387678984
10,LAYING,0.25756490336585364,-0.014449030321951219,-0.12992056602439025,-0.45643640536585367,0.9687017834146342,0.14755722973658536,0.08799984580487805,0.0019517416990243903,0.006375423134390244,-0.012779061497804878,-0.07740791458780488,0.17011546258536586,-0.1062513733902439,-0.0444329122195122,-0.0702894631707317,-0.9447271790243903,-0.9447271790243903,-0.9695047119512195,-0.9280594792682927,-0.9702804412195122,-0.9561753153658537,-0.9421861590243903,-0.9639576619512196,-0.9746823234146341,-0.9512554314634146,-0.9750882804878048,-0.9592900795121951,-0.9588199629268293,-0.9403553407317073,-0.9417698860243903,-0.96620278,-0.9489582934146341,-0.9687609153658536,-0.9550287553658536,-0.9445604126829268,-0.9543226458536586,-0.9245954117073171,-0.9728950002439024,-0.9506163524390244,-0.97457748,-0.9498803739024391,-0.9785813953658536,-0.9684105987804879,-0.9603888785365854,-0.9439914917073171,-0.9694489648780488,-0.9686356026829268,-0.9659929678048781,-0.9330520829268293,-0.9330520829268293,-0.9672427609756098,-0.9389453492682927,-0.9679802553658536,-0.9547770295121951,-0.9489118112195122,-0.9522123665853659,-0.9768527202439025,-0.9518581563414634,-0.9807631090243902,-0.971396186097561,-0.9617586041463415,-0.9504947963414634,-0.9382971595121952,-0.9675231502439025,-0.9431508180487805,-0.9689879107317073
10,SITTING,0.27656626957446806,-0.013887657321276597,-0.11045783785106383,0.9292040285106383,0.09583661992553191,0.10916275647702127,0.0755445311006383,-0.0023584129959574466,0.007236658268297872,-0.03896196262914894,-0.09311155714957446,0.08498379938297872,-0.09256045497872341,-0.032369780705106384,-0.045291729922978724,-0.9461762157446808,-0.9461762157446808,-0.9617629955319149,-0.9266350078723404,-0.9618290891489362,-0.974149854680851,-0.9232761304255319,-0.9316874034042554,-0.9700238474468085,-0.9444271482978723,-0.9521409323404255,-0.9346450204255319,-0.9410686638297873,-0.9286169514893617,-0.9300846242553191,-0.9450315357446808,-0.9242527042553191,-0.9490329361702128,-0.9792019889361702,-0.9179262159574468,-0.9211841465957447,-0.9873778846808511,-0.9565640891489362,-0.9510944702127659,-0.9690958789361702,-0.9425701155319149,-0.9567485993617021,-0.9535810076595744,-0.9413071372340426,-0.9340132627659574,-0.9405704110638298,-0.9605164736170213,-0.955518440212766,-0.9245295189361702,-0.9245295189361702,-0.9444437391489362,-0.9141888753191489,-0.9465567663829787,-0.9816069378723404,-0.9199778672340425,-0.9212822438297872,-0.9709413770212766,-0.9446005080851064,-0.9600749534042553,-0.960045334893617,-0.9421211546808511,-0.9424291589361702,-0.9328438455319149,-0.9430830625531915,-0.9226663429787234,-0.9470689727659575
10,STANDING,0.2803462485964912,-0.01812363271754386,-0.11217283194736842,0.9451390038596491,-0.2302510361403509,0.013919347359649123,0.07306996045614035,0.008718839934210526,-0.004817122454385965,-0.028251913022807017,-0.05898236394385965,0.07673947459649123,-0.10329253421052631,-0.04288283047368421,-0.05064321894385965,-0.9450228764912281,-0.9450228764912281,-0.9671024361403509,-0.9394047443859649,-0.9634062229824562,-0.977100287368421,-0.9303364717543859,-0.9428640170175439,-0.9734805387719299,-0.9514054649122807,-0.9637435180701754,-0.9316123843859649,-0.9432731461403508,-0.9432396021052631,-0.9459498040350877,-0.9559140054385965,-0.9266642970175438,-0.955425138245614,-0.9817581596491228,-0.9214931917543859,-0.9256923719298246,-0.9855830668421053,-0.9684491012280702,-0.9427950622807018,-0.9731326357894737,-0.9493622770175438,-0.967547241754386,-0.9475612985964912,-0.9424865863157895,-0.9477821559649123,-0.9464235931578947,-0.9624221636842105,-0.9627581771929824,-0.9393102496491228,-0.9393102496491228,-0.9560991459649123,-0.9158915729824562,-0.9525362338596491,-0.9840673740350877,-0.9214491110526316,-0.9220672242105263,-0.9752356777192982,-0.9506814503508771,-0.9698958457894736,-0.9528173952631579,-0.9425391742105264,-0.9544557024561403,-0.9445641075438597,-0.9553815787719299,-0.9231087615789474,-0.9520884994736842
10,WALKING,0.2809671196363636,-0.01782886256841818,-0.11279638352727273,0.9669005107272727,-0.17034941054545455,0.024303672563636365,0.08987875486181818,-0.014466435530909092,-0.0043633768490909065,-0.03121633797981818,-0.07169138231090909,0.08037629916363637,-0.09814659923272727,-0.04134003893090909,-0.05303936971090909,-0.13679454011090908,-0.13679454011090908,-0.23419633578181817,-0.3349430369090909,-0.4369641550909091,-0.18611996127272729,0.04044948001818182,-0.5223586761818182,-0.18953088636363635,-0.15858426344727272,-0.611951608909091,-0.3488468769090909,-0.45782811,-0.26807787036363634,-0.2322534995090909,-0.13851131837636363,-0.4588075103636364,-0.5179885465454546,-0.24046797012727272,0.09374833121636364,-0.5050205372727273,-0.9769747794545455,-0.9567769381818182,-0.9640080114545455,-0.15296601934545453,-0.08249404193636364,-0.6384223047272727,-0.48277089872727275,-0.43108048018181816,-0.40656208218181816,-0.3300036288,-0.545283676909091,-0.23253221642,-0.3097414069090909,-0.3097414069090909,-0.16031957745454545,-0.4731271052727273,-0.48622401654545455,-0.26584959183636364,0.05120430942418182,-0.5356201892727273,-0.19143964960545454,-0.061089945194545456,-0.6635023798181818,-0.5262353152727273,-0.4198694910909091,-0.5150544225454545,-0.4662548807272727,-0.19574480374545455,-0.579195331090909,-0.48470598945454546
